Plantation year,Plot,height (cm),canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB       (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2017,33,66,84,69,0.46,0.77,0.893,0.058,0.825,0.054,1.718,0.112,0.429,0.028,0.322,0.021,0.75,0.049,153.938
2019,1,66,87,63,0.442,0.75,0.856,0.056,0.79,0.051,1.647,0.107,0.411,0.027,0.308,0.02,0.719,0.047,153.938
2020,26,66,77,70,0.424,0.74,0.82,0.053,0.757,0.049,1.577,0.102,0.394,0.026,0.295,0.019,0.689,0.045,153.938
2020,28,66,95,52,0.424,0.74,0.82,0.053,0.757,0.049,1.577,0.102,0.394,0.026,0.295,0.019,0.689,0.045,153.938
2017,32,66,75,71,0.419,0.73,0.808,0.053,0.746,0.048,1.554,0.101,0.388,0.025,0.291,0.019,0.679,0.044,153.938
2020,9,66,77,65,0.396,0.71,0.762,0.049,0.703,0.046,1.464,0.095,0.366,0.024,0.274,0.018,0.64,0.042,153.938
2020,3,66,83,57,0.385,0.7,0.739,0.048,0.682,0.044,1.421,0.092,0.355,0.023,0.266,0.017,0.621,0.04,153.938
2017,9,66,67,72,0.379,0.7,0.728,0.047,0.672,0.044,1.399,0.091,0.349,0.023,0.262,0.017,0.611,0.04,153.938
2017,27,66,74,65,0.379,0.7,0.728,0.047,0.672,0.044,1.399,0.091,0.349,0.023,0.262,0.017,0.611,0.04,153.938
2020,2,66,79,58,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2019,1,66,74,61,0.358,0.68,0.683,0.044,0.631,0.041,1.314,0.085,0.328,0.021,0.246,0.016,0.574,0.037,153.938
2019,5,66,78,56,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2020,8,66,61,72,0.347,0.67,0.662,0.043,0.611,0.04,1.273,0.083,0.318,0.021,0.238,0.015,0.556,0.036,153.938
2020,38,66,71,61,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2019,2,66,72,56,0.322,0.64,0.61,0.04,0.563,0.037,1.173,0.076,0.293,0.019,0.22,0.014,0.512,0.033,153.938
2017,26,66,65,60,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2020,29,66,58,66,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,26,66,65,58,0.297,0.62,0.56,0.036,0.517,0.034,1.077,0.07,0.269,0.017,0.202,0.013,0.47,0.031,153.938
2017,26,66,65,57,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2017,35,66,61,60,0.287,0.61,0.541,0.035,0.499,0.032,1.04,0.068,0.26,0.017,0.195,0.013,0.454,0.03,153.938
2017,14,66,65,55,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2017,28,66,66,52,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2019,8,66,50,68,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2020,23,66,48,70,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2019,7,66,45,70,0.26,0.58,0.485,0.032,0.448,0.029,0.933,0.061,0.233,0.015,0.175,0.011,0.407,0.026,153.938
2020,7,66,65,50,0.26,0.58,0.485,0.032,0.448,0.029,0.933,0.061,0.233,0.015,0.175,0.011,0.407,0.026,153.938
2017,25,66,59,55,0.255,0.57,0.476,0.031,0.439,0.029,0.915,0.059,0.228,0.015,0.171,0.011,0.4,0.026,153.938
2017,29,66,59,55,0.255,0.57,0.476,0.031,0.439,0.029,0.915,0.059,0.228,0.015,0.171,0.011,0.4,0.026,153.938
2017,21,66,43,39,0.132,0.41,0.235,0.031,0.217,0.028,0.452,0.059,0.113,0.015,0.085,0.011,0.198,0.026,76.969
2010,7,66,55,58,0.251,0.57,0.467,0.03,0.431,0.028,0.898,0.058,0.224,0.015,0.168,0.011,0.392,0.025,153.938
2020,2,66,70,41,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,28,66,66,43,0.233,0.55,0.432,0.028,0.399,0.026,0.832,0.054,0.208,0.013,0.156,0.01,0.363,0.024,153.938
2019,2,66,60,48,0.229,0.54,0.424,0.028,0.391,0.025,0.815,0.053,0.203,0.013,0.153,0.01,0.356,0.023,153.938
2017,33,66,59,47,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2017,34,66,55,51,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2020,9,66,50,54,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2020,32,66,37,67,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2020,45,66,61,42,0.208,0.52,0.383,0.025,0.354,0.023,0.737,0.048,0.184,0.012,0.138,0.009,0.322,0.021,153.938
2017,32,66,59,42,0.2,0.51,0.367,0.024,0.339,0.022,0.706,0.046,0.176,0.011,0.132,0.009,0.309,0.02,153.938
2017,34,66,50,50,0.196,0.5,0.36,0.023,0.332,0.022,0.691,0.045,0.173,0.011,0.129,0.008,0.302,0.02,153.938
2019,6,66,56,44,0.196,0.5,0.36,0.023,0.332,0.022,0.691,0.045,0.173,0.011,0.129,0.008,0.302,0.02,153.938
2020,13,66,45,54,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2020,13,66,50,48,0.189,0.49,0.344,0.022,0.318,0.021,0.662,0.043,0.165,0.011,0.124,0.008,0.289,0.019,153.938
2020,13,66,48,50,0.189,0.49,0.344,0.022,0.318,0.021,0.662,0.043,0.165,0.011,0.124,0.008,0.289,0.019,153.938
2010,6,66,62,35,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2019,6,66,47,48,0.177,0.48,0.322,0.021,0.297,0.019,0.62,0.04,0.155,0.01,0.116,0.008,0.271,0.018,153.938
2019,5,66,42,52,0.173,0.47,0.315,0.02,0.291,0.019,0.606,0.039,0.151,0.01,0.113,0.007,0.265,0.017,153.938
2020,16,66,41,52,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2017,9,66,44,48,0.166,0.46,0.301,0.02,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2020,26,66,40,52,0.166,0.46,0.301,0.02,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,33,66,50,41,0.163,0.46,0.294,0.019,0.271,0.018,0.565,0.037,0.141,0.009,0.106,0.007,0.247,0.016,153.938
2019,4,66,43,48,0.163,0.46,0.294,0.019,0.271,0.018,0.565,0.037,0.141,0.009,0.106,0.007,0.247,0.016,153.938
2020,45,66,43,48,0.163,0.46,0.294,0.019,0.271,0.018,0.565,0.037,0.141,0.009,0.106,0.007,0.247,0.016,153.938
2019,4,66,41,47,0.152,0.44,0.274,0.018,0.252,0.016,0.526,0.034,0.131,0.009,0.098,0.006,0.23,0.015,153.938
2017,35,66,63,17,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2020,13,66,45,35,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2020,35,66,40,40,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2020,43,66,44,35,0.123,0.4,0.217,0.014,0.2,0.013,0.418,0.027,0.104,0.007,0.078,0.005,0.182,0.012,153.938
2010,7,66,50,22,0.102,0.36,0.178,0.012,0.164,0.011,0.342,0.022,0.085,0.006,0.064,0.004,0.15,0.01,153.938
2020,2,66,40,29,0.093,0.35,0.163,0.011,0.15,0.01,0.313,0.02,0.078,0.005,0.059,0.004,0.137,0.009,153.938
2020,24,66,35,34,0.093,0.35,0.163,0.011,0.15,0.01,0.313,0.02,0.078,0.005,0.059,0.004,0.137,0.009,153.938
2017,26,66,36,30,0.086,0.33,0.148,0.01,0.136,0.009,0.284,0.018,0.071,0.005,0.053,0.003,0.124,0.008,153.938
2017,35,66,39,26,0.083,0.33,0.143,0.009,0.132,0.009,0.275,0.018,0.069,0.004,0.051,0.003,0.12,0.008,153.938
2017,12,66,33,31,0.08,0.32,0.138,0.009,0.128,0.008,0.266,0.017,0.066,0.004,0.05,0.003,0.116,0.008,153.938
2017,26,66,34,30,0.08,0.32,0.138,0.009,0.128,0.008,0.266,0.017,0.066,0.004,0.05,0.003,0.116,0.008,153.938
2010,6,66,38,25,0.078,0.32,0.134,0.009,0.123,0.008,0.257,0.017,0.064,0.004,0.048,0.003,0.112,0.007,153.938
2017,9,66,34,28,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2019,6,66,39,22,0.073,0.31,0.125,0.008,0.115,0.007,0.24,0.016,0.06,0.004,0.045,0.003,0.105,0.007,153.938
2017,35,66,30,22,0.053,0.26,0.089,0.006,0.082,0.005,0.171,0.011,0.043,0.003,0.032,0.002,0.075,0.005,153.938
2010,6,66,17,21,0.028,0.19,0.045,0.003,0.042,0.003,0.087,0.006,0.022,0.001,0.016,0.001,0.038,0.002,153.938
2010,5,65,116,115,1.048,1.16,2.157,0.14,1.991,0.129,4.149,0.27,1.036,0.067,0.777,0.05,1.812,0.118,153.938
2017,22,65,101,62,0.522,0.82,1.023,0.133,0.944,0.123,1.967,0.256,0.491,0.064,0.368,0.048,0.859,0.112,76.969
2017,22,65,84,70,0.466,0.77,0.906,0.118,0.836,0.109,1.742,0.226,0.435,0.056,0.326,0.042,0.761,0.099,76.969
2020,10,65,110,100,0.866,1.05,1.759,0.114,1.624,0.105,3.383,0.22,0.844,0.055,0.633,0.041,1.478,0.096,153.938
2010,4,65,105,100,0.825,1.03,1.671,0.109,1.542,0.1,3.213,0.209,0.802,0.052,0.601,0.039,1.404,0.091,153.938
2020,39,65,102,99,0.793,1.01,1.602,0.104,1.479,0.096,3.08,0.2,0.769,0.05,0.577,0.037,1.346,0.087,153.938
2019,4,65,106,93,0.778,1,1.568,0.102,1.447,0.094,3.015,0.196,0.753,0.049,0.564,0.037,1.317,0.086,153.938
2019,7,65,99,92,0.716,0.96,1.436,0.093,1.326,0.086,2.762,0.179,0.689,0.045,0.517,0.034,1.206,0.078,153.938
2017,32,65,102,87,0.701,0.95,1.404,0.091,1.296,0.084,2.7,0.175,0.674,0.044,0.505,0.033,1.179,0.077,153.938
2019,7,65,110,75,0.672,0.93,1.341,0.087,1.238,0.08,2.579,0.168,0.644,0.042,0.483,0.031,1.127,0.073,153.938
2020,23,65,92,93,0.672,0.93,1.341,0.087,1.238,0.08,2.579,0.168,0.644,0.042,0.483,0.031,1.127,0.073,153.938
2020,26,65,106,79,0.672,0.93,1.341,0.087,1.238,0.08,2.579,0.168,0.644,0.042,0.483,0.031,1.127,0.073,153.938
2020,29,65,90,95,0.672,0.93,1.341,0.087,1.238,0.08,2.579,0.168,0.644,0.042,0.483,0.031,1.127,0.073,153.938
2020,29,65,95,80,0.601,0.88,1.191,0.077,1.099,0.071,2.29,0.149,0.572,0.037,0.429,0.028,1,0.065,153.938
2020,6,65,90,82,0.581,0.86,1.148,0.075,1.059,0.069,2.207,0.143,0.551,0.036,0.413,0.027,0.964,0.063,153.938
2020,14,65,77,95,0.581,0.86,1.148,0.075,1.059,0.069,2.207,0.143,0.551,0.036,0.413,0.027,0.964,0.063,153.938
2020,24,65,95,76,0.574,0.86,1.133,0.074,1.046,0.068,2.18,0.142,0.544,0.035,0.408,0.027,0.952,0.062,153.938
2019,1,65,90,80,0.567,0.85,1.119,0.073,1.033,0.067,2.152,0.14,0.537,0.035,0.403,0.026,0.94,0.061,153.938
2017,18,65,70,51,0.287,0.61,0.541,0.07,0.499,0.065,1.04,0.135,0.26,0.034,0.195,0.025,0.454,0.059,76.969
2017,35,65,84,82,0.541,0.83,1.064,0.069,0.982,0.064,2.046,0.133,0.511,0.033,0.383,0.025,0.893,0.058,153.938
2020,26,65,97,69,0.541,0.83,1.064,0.069,0.982,0.064,2.046,0.133,0.511,0.033,0.383,0.025,0.893,0.058,153.938
2020,3,65,85,80,0.535,0.83,1.05,0.068,0.969,0.063,2.019,0.131,0.504,0.033,0.378,0.025,0.882,0.057,153.938
2017,34,65,90,72,0.515,0.81,1.01,0.066,0.932,0.061,1.941,0.126,0.485,0.031,0.363,0.024,0.848,0.055,153.938
2017,35,65,67,95,0.515,0.81,1.01,0.066,0.932,0.061,1.941,0.126,0.485,0.031,0.363,0.024,0.848,0.055,153.938
2019,2,65,85,75,0.503,0.8,0.983,0.064,0.907,0.059,1.891,0.123,0.472,0.031,0.354,0.023,0.826,0.054,153.938
2019,5,65,80,80,0.503,0.8,0.983,0.064,0.907,0.059,1.891,0.123,0.472,0.031,0.354,0.023,0.826,0.054,153.938
2019,7,65,95,65,0.503,0.8,0.983,0.064,0.907,0.059,1.891,0.123,0.472,0.031,0.354,0.023,0.826,0.054,153.938
2020,40,65,94,64,0.49,0.79,0.957,0.062,0.883,0.057,1.84,0.12,0.459,0.03,0.344,0.022,0.804,0.052,153.938
2017,35,65,95,62,0.484,0.79,0.944,0.061,0.871,0.057,1.816,0.118,0.453,0.029,0.34,0.022,0.793,0.052,153.938
2019,7,65,70,87,0.484,0.79,0.944,0.061,0.871,0.057,1.816,0.118,0.453,0.029,0.34,0.022,0.793,0.052,153.938
2020,23,65,82,75,0.484,0.79,0.944,0.061,0.871,0.057,1.816,0.118,0.453,0.029,0.34,0.022,0.793,0.052,153.938
2020,46,65,76,80,0.478,0.78,0.931,0.06,0.86,0.056,1.791,0.116,0.447,0.029,0.335,0.022,0.782,0.051,153.938
2019,8,65,87,67,0.466,0.77,0.906,0.059,0.836,0.054,1.742,0.113,0.435,0.028,0.326,0.021,0.761,0.049,153.938
2019,7,65,80,73,0.46,0.77,0.893,0.058,0.825,0.054,1.718,0.112,0.429,0.028,0.322,0.021,0.75,0.049,153.938
2020,40,65,93,60,0.46,0.77,0.893,0.058,0.825,0.054,1.718,0.112,0.429,0.028,0.322,0.021,0.75,0.049,153.938
2019,7,65,79,72,0.448,0.76,0.869,0.056,0.802,0.052,1.67,0.109,0.417,0.027,0.313,0.02,0.73,0.047,153.938
2019,1,65,80,70,0.442,0.75,0.856,0.056,0.79,0.051,1.647,0.107,0.411,0.027,0.308,0.02,0.719,0.047,153.938
2020,10,65,70,78,0.43,0.74,0.832,0.054,0.768,0.05,1.6,0.104,0.399,0.026,0.3,0.019,0.699,0.045,153.938
2020,45,65,77,71,0.43,0.74,0.832,0.054,0.768,0.05,1.6,0.104,0.399,0.026,0.3,0.019,0.699,0.045,153.938
2017,29,65,82,65,0.424,0.74,0.82,0.053,0.757,0.049,1.577,0.102,0.394,0.026,0.295,0.019,0.689,0.045,153.938
2019,8,65,65,81,0.419,0.73,0.808,0.053,0.746,0.048,1.554,0.101,0.388,0.025,0.291,0.019,0.679,0.044,153.938
2017,30,65,57,48,0.216,0.53,0.399,0.052,0.368,0.048,0.768,0.1,0.192,0.025,0.144,0.019,0.335,0.044,76.969
2020,8,65,75,70,0.413,0.73,0.796,0.052,0.735,0.048,1.531,0.099,0.382,0.025,0.287,0.019,0.669,0.043,153.938
2017,27,65,85,59,0.407,0.72,0.785,0.051,0.724,0.047,1.509,0.098,0.377,0.024,0.282,0.018,0.659,0.043,153.938
2020,29,65,70,72,0.396,0.71,0.762,0.049,0.703,0.046,1.464,0.095,0.366,0.024,0.274,0.018,0.64,0.042,153.938
2020,39,65,58,84,0.396,0.71,0.762,0.049,0.703,0.046,1.464,0.095,0.366,0.024,0.274,0.018,0.64,0.042,153.938
2017,23,65,63,77,0.385,0.7,0.739,0.048,0.682,0.044,1.421,0.092,0.355,0.023,0.266,0.017,0.621,0.04,153.938
2019,3,65,70,70,0.385,0.7,0.739,0.048,0.682,0.044,1.421,0.092,0.355,0.023,0.266,0.017,0.621,0.04,153.938
2019,7,65,70,70,0.385,0.7,0.739,0.048,0.682,0.044,1.421,0.092,0.355,0.023,0.266,0.017,0.621,0.04,153.938
2020,8,65,70,70,0.385,0.7,0.739,0.048,0.682,0.044,1.421,0.092,0.355,0.023,0.266,0.017,0.621,0.04,153.938
2017,33,65,70,69,0.379,0.7,0.728,0.047,0.672,0.044,1.399,0.091,0.349,0.023,0.262,0.017,0.611,0.04,153.938
2017,32,65,67,71,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2017,33,65,66,72,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2020,9,65,74,64,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2020,22,65,76,62,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2020,27,65,72,66,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2020,40,65,58,80,0.374,0.69,0.716,0.047,0.661,0.043,1.378,0.089,0.344,0.022,0.258,0.017,0.602,0.039,153.938
2020,27,65,70,67,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2020,6,65,72,64,0.363,0.68,0.694,0.045,0.641,0.042,1.335,0.087,0.333,0.022,0.25,0.016,0.583,0.038,153.938
2017,28,65,64,71,0.358,0.68,0.683,0.044,0.631,0.041,1.314,0.085,0.328,0.021,0.246,0.016,0.574,0.037,153.938
2019,1,65,72,62,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2019,7,65,66,68,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2020,11,65,100,32,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,32,65,75,57,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,35,65,72,60,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,30,65,56,39,0.177,0.48,0.322,0.042,0.297,0.039,0.62,0.08,0.155,0.02,0.116,0.015,0.271,0.035,76.969
2020,43,65,78,53,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2017,34,65,77,53,0.332,0.65,0.63,0.041,0.582,0.038,1.212,0.079,0.303,0.02,0.227,0.015,0.53,0.034,153.938
2020,29,65,70,60,0.332,0.65,0.63,0.041,0.582,0.038,1.212,0.079,0.303,0.02,0.227,0.015,0.53,0.034,153.938
2020,39,65,60,70,0.332,0.65,0.63,0.041,0.582,0.038,1.212,0.079,0.303,0.02,0.227,0.015,0.53,0.034,153.938
2017,34,65,56,73,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2019,4,65,66,63,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2020,18,65,67,62,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2020,26,65,57,72,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2020,45,65,77,52,0.327,0.65,0.62,0.04,0.572,0.037,1.192,0.077,0.298,0.019,0.223,0.015,0.521,0.034,153.938
2020,10,65,78,50,0.322,0.64,0.61,0.04,0.563,0.037,1.173,0.076,0.293,0.019,0.22,0.014,0.512,0.033,153.938
2020,24,65,80,48,0.322,0.64,0.61,0.04,0.563,0.037,1.173,0.076,0.293,0.019,0.22,0.014,0.512,0.033,153.938
2019,1,65,70,58,0.322,0.64,0.61,0.04,0.563,0.037,1.173,0.076,0.293,0.019,0.22,0.014,0.512,0.033,153.938
2017,30,65,50,42,0.166,0.46,0.301,0.039,0.278,0.036,0.578,0.075,0.144,0.019,0.108,0.014,0.253,0.033,76.969
2020,2,65,74,53,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2020,13,65,65,61,0.312,0.63,0.59,0.038,0.544,0.035,1.134,0.074,0.283,0.018,0.212,0.014,0.495,0.032,153.938
2017,27,65,63,62,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2019,1,65,70,55,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2019,5,65,65,60,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2019,7,65,68,56,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2020,33,65,68,56,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2010,4,65,69,55,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,32,65,71,52,0.297,0.62,0.56,0.036,0.517,0.034,1.077,0.07,0.269,0.017,0.202,0.013,0.47,0.031,153.938
2019,2,65,55,68,0.297,0.62,0.56,0.036,0.517,0.034,1.077,0.07,0.269,0.017,0.202,0.013,0.47,0.031,153.938
2017,32,65,81,41,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2019,4,65,60,62,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2019,7,65,70,52,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2020,43,65,65,57,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2020,43,65,63,59,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2010,6,65,48,73,0.287,0.61,0.541,0.035,0.499,0.032,1.04,0.068,0.26,0.017,0.195,0.013,0.454,0.03,153.938
2017,25,65,67,54,0.287,0.61,0.541,0.035,0.499,0.032,1.04,0.068,0.26,0.017,0.195,0.013,0.454,0.03,153.938
2019,7,65,68,53,0.287,0.61,0.541,0.035,0.499,0.032,1.04,0.068,0.26,0.017,0.195,0.013,0.454,0.03,153.938
2019,8,65,60,61,0.287,0.61,0.541,0.035,0.499,0.032,1.04,0.068,0.26,0.017,0.195,0.013,0.454,0.03,153.938
2019,8,65,55,65,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2020,8,65,65,55,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2019,5,65,60,60,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2020,27,65,72,47,0.278,0.6,0.522,0.034,0.482,0.031,1.003,0.065,0.25,0.016,0.188,0.012,0.438,0.028,153.938
2019,6,65,69,49,0.273,0.59,0.512,0.033,0.473,0.031,0.985,0.064,0.246,0.016,0.184,0.012,0.43,0.028,153.938
2017,34,65,56,61,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2020,43,65,62,55,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2017,18,65,41,43,0.139,0.42,0.248,0.032,0.229,0.03,0.476,0.062,0.119,0.015,0.089,0.012,0.208,0.027,76.969
2020,45,65,66,50,0.264,0.58,0.494,0.032,0.456,0.03,0.95,0.062,0.237,0.015,0.178,0.012,0.415,0.027,153.938
2017,25,65,67,48,0.26,0.58,0.485,0.032,0.448,0.029,0.933,0.061,0.233,0.015,0.175,0.011,0.407,0.026,153.938
2020,10,65,55,60,0.26,0.58,0.485,0.032,0.448,0.029,0.933,0.061,0.233,0.015,0.175,0.011,0.407,0.026,153.938
2020,13,65,59,56,0.26,0.58,0.485,0.032,0.448,0.029,0.933,0.061,0.233,0.015,0.175,0.011,0.407,0.026,153.938
2020,6,65,55,59,0.255,0.57,0.476,0.031,0.439,0.029,0.915,0.059,0.228,0.015,0.171,0.011,0.4,0.026,153.938
2020,33,65,50,63,0.251,0.57,0.467,0.03,0.431,0.028,0.898,0.058,0.224,0.015,0.168,0.011,0.392,0.025,153.938
2019,2,65,55,57,0.246,0.56,0.458,0.03,0.423,0.027,0.881,0.057,0.22,0.014,0.165,0.011,0.385,0.025,153.938
2019,4,65,65,47,0.246,0.56,0.458,0.03,0.423,0.027,0.881,0.057,0.22,0.014,0.165,0.011,0.385,0.025,153.938
2020,30,65,70,42,0.246,0.56,0.458,0.03,0.423,0.027,0.881,0.057,0.22,0.014,0.165,0.011,0.385,0.025,153.938
2017,28,65,62,49,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2020,22,65,61,50,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2020,34,65,61,50,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2020,30,65,60,50,0.238,0.55,0.441,0.029,0.407,0.026,0.848,0.055,0.212,0.014,0.159,0.01,0.37,0.024,153.938
2017,26,65,67,42,0.233,0.55,0.432,0.028,0.399,0.026,0.832,0.054,0.208,0.013,0.156,0.01,0.363,0.024,153.938
2020,34,65,57,51,0.229,0.54,0.424,0.028,0.391,0.025,0.815,0.053,0.203,0.013,0.153,0.01,0.356,0.023,153.938
2020,8,65,45,62,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
2020,25,65,42,65,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
