year,name,species,Plot, d30 , Height (m) , Height (cm) , Crown Dia (m) , Crown Dia (cm) , Crown Circum. (cm)  , LOG AGB AVI , Aboveground biomass (Kg) , Aboveground biomass (t/ha) , Belowground biomass (Kg) , Belowground biomass (t/ha) , Total biomass per ha (t/ha) , AGC (Kg) , BGC (Kg) , Total C (Kg) , Total C (t/ha) ," Btree l,j,p,i "
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 3.30 , 0.95 , 95.00 , 2.10 , 210 , 660 , 0.89 , 7.76 , 0.31 , 7.16 , 0.29 , 0.60 , 3.73 , 2.79 , 6.52 , 0.26 , 14.93 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 2.40 , 1.40 , 140.00 , 1.19 , 119 , 373 , 0.36 , 2.29 , 0.09 , 2.11 , 0.08 , 0.18 , 1.10 , 0.82 , 1.92 , 0.08 , 4.41 
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 2.80 , 0.89 , 89.00 , 1.41 , 141 , 442 , 0.52 , 3.30 , 0.13 , 3.04 , 0.12 , 0.25 , 1.58 , 1.19 , 2.77 , 0.11 , 6.34 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 2.40 , 1.14 , 114.00 , 1.23 , 123 , 387 , 0.39 , 2.48 , 0.10 , 2.29 , 0.09 , 0.19 , 1.19 , 0.89 , 2.08 , 0.08 , 4.76 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 1.70 , 0.59 , 59.00 , 0.86 , 86 , 270 , 0.06 , 1.14 , 0.05 , 1.05 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.20 
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 1.00 , 0.59 , 59.00 , 0.72 , 72 , 225 , (0.11), 0.77 , 0.03 , 0.71 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 1.90 , 0.80 , 80.00 , 0.72 , 72 , 225 , (0.11), 0.77 , 0.03 , 0.71 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 1.40 , 0.70 , 70.00 , 0.96 , 96 , 301 , 0.16 , 1.44 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.77 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 2.20 , 0.95 , 95.00 , 1.32 , 132 , 415 , 0.46 , 2.87 , 0.11 , 2.65 , 0.11 , 0.22 , 1.38 , 1.03 , 2.41 , 0.10 , 5.52 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 01,Avi,2015_2015 Sample Plot # 01_Avi, 2.30 , 1.68 , 168.00 , 1.49 , 149 , 467 , 0.57 , 3.69 , 0.15 , 3.41 , 0.14 , 0.28 , 1.77 , 1.33 , 3.10 , 0.12 , 7.10 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.00 , 1.53 , 153.00 , 1.01 , 101 , 318 , 0.21 , 1.63 , 0.07 , 1.50 , 0.06 , 0.13 , 0.78 , 0.59 , 1.37 , 0.05 , 3.13 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.80 , 1.40 , 140.00 , 0.77 , 77 , 242 , (0.04), 0.91 , 0.04 , 0.84 , 0.03 , 0.07 , 0.43 , 0.33 , 0.76 , 0.03 , 1.74 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.80 , 0.85 , 85.00 , 0.97 , 97 , 304 , 0.17 , 1.48 , 0.06 , 1.36 , 0.05 , 0.11 , 0.71 , 0.53 , 1.24 , 0.05 , 2.84 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.90 , 1.22 , 122.00 , 1.43 , 143 , 449 , 0.53 , 3.40 , 0.14 , 3.14 , 0.13 , 0.26 , 1.63 , 1.22 , 2.86 , 0.11 , 6.54 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.90 , 0.76 , 76.00 , 0.69 , 69 , 218 , (0.14), 0.72 , 0.03 , 0.67 , 0.03 , 0.06 , 0.35 , 0.26 , 0.61 , 0.02 , 1.39 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.10 , 0.78 , 78.00 , 0.72 , 72 , 225 , (0.11), 0.77 , 0.03 , 0.71 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 6.90 , 1.95 , 195.00 , 4.37 , 437 ," 1,372 ", 1.57 , 37.15 , 1.49 , 34.29 , 1.37 , 2.86 , 17.83 , 13.37 , 31.21 , 1.25 , 71.44 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.10 , 1.76 , 176.00 , 1.19 , 119 , 373 , 0.36 , 2.29 , 0.09 , 2.11 , 0.08 , 0.18 , 1.10 , 0.82 , 1.92 , 0.08 , 4.41 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.20 , 1.85 , 185.00 , 0.85 , 85 , 266 , 0.05 , 1.11 , 0.04 , 1.03 , 0.04 , 0.09 , 0.53 , 0.40 , 0.93 , 0.04 , 2.14 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.80 , 1.48 , 148.00 , 1.02 , 102 , 321 , 0.22 , 1.66 , 0.07 , 1.54 , 0.06 , 0.13 , 0.80 , 0.60 , 1.40 , 0.06 , 3.20 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.10 , 0.73 , 73.00 , 0.75 , 75 , 235 , (0.07), 0.85 , 0.03 , 0.79 , 0.03 , 0.07 , 0.41 , 0.31 , 0.72 , 0.03 , 1.64 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.90 , 1.33 , 133.00 , 0.96 , 96 , 301 , 0.16 , 1.44 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.77 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.30 , 1.57 , 157.00 , 1.21 , 121 , 380 , 0.38 , 2.38 , 0.10 , 2.20 , 0.09 , 0.18 , 1.14 , 0.86 , 2.00 , 0.08 , 4.58 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.60 , 1.55 , 155.00 , 0.86 , 86 , 270 , 0.06 , 1.14 , 0.05 , 1.05 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.20 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.80 , 1.86 , 186.00 , 1.79 , 179 , 563 , 0.74 , 5.53 , 0.22 , 5.10 , 0.20 , 0.43 , 2.65 , 1.99 , 4.64 , 0.19 , 10.63 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.40 , 0.71 , 71.00 , 0.98 , 98 , 308 , 0.18 , 1.51 , 0.06 , 1.40 , 0.06 , 0.12 , 0.73 , 0.55 , 1.27 , 0.05 , 2.91 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.20 , 1.02 , 102.00 , 0.86 , 86 , 270 , 0.06 , 1.14 , 0.05 , 1.05 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.20 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 5.90 , 2.68 , 268.00 , 3.76 , 376 ," 1,182 ", 1.43 , 27.00 , 1.08 , 24.92 , 1.00 , 2.08 , 12.96 , 9.72 , 22.68 , 0.91 , 51.92 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.20 , 1.20 , 120.00 , 0.70 , 70 , 221 , (0.13), 0.75 , 0.03 , 0.69 , 0.03 , 0.06 , 0.36 , 0.27 , 0.63 , 0.03 , 1.44 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.40 , 1.35 , 135.00 , 1.21 , 121 , 380 , 0.38 , 2.38 , 0.10 , 2.20 , 0.09 , 0.18 , 1.14 , 0.86 , 2.00 , 0.08 , 4.58 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.10 , 1.22 , 122.00 , 0.86 , 86 , 270 , 0.06 , 1.14 , 0.05 , 1.05 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.20 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.70 , 1.42 , 142.00 , 1.38 , 138 , 432 , 0.50 , 3.13 , 0.13 , 2.89 , 0.12 , 0.24 , 1.50 , 1.13 , 2.63 , 0.11 , 6.02 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.20 , 1.33 , 133.00 , 1.12 , 112 , 353 , 0.31 , 2.03 , 0.08 , 1.87 , 0.07 , 0.16 , 0.97 , 0.73 , 1.70 , 0.07 , 3.90 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.80 , 1.68 , 168.00 , 0.86 , 86 , 270 , 0.06 , 1.14 , 0.05 , 1.05 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.20 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.80 , 0.68 , 68.00 , 0.83 , 83 , 259 , 0.02 , 1.05 , 0.04 , 0.97 , 0.04 , 0.08 , 0.50 , 0.38 , 0.88 , 0.04 , 2.02 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.20 , 1.44 , 144.00 , 1.96 , 196 , 615 , 0.82 , 6.68 , 0.27 , 6.16 , 0.25 , 0.51 , 3.20 , 2.40 , 5.61 , 0.22 , 12.84 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.20 , 0.87 , 87.00 , 0.84 , 84 , 263 , 0.03 , 1.08 , 0.04 , 1.00 , 0.04 , 0.08 , 0.52 , 0.39 , 0.91 , 0.04 , 2.08 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.40 , 1.02 , 102.00 , 0.90 , 90 , 283 , 0.10 , 1.27 , 0.05 , 1.17 , 0.05 , 0.10 , 0.61 , 0.46 , 1.07 , 0.04 , 2.44 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.40 , 0.80 , 80.00 , 0.83 , 83 , 259 , 0.02 , 1.05 , 0.04 , 0.97 , 0.04 , 0.08 , 0.50 , 0.38 , 0.88 , 0.04 , 2.02 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.30 , 1.03 , 103.00 , 0.72 , 72 , 225 , (0.11), 0.77 , 0.03 , 0.71 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.70 , 1.40 , 140.00 , 1.06 , 106 , 332 , 0.25 , 1.78 , 0.07 , 1.64 , 0.07 , 0.14 , 0.85 , 0.64 , 1.50 , 0.06 , 3.42 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.20 , 1.32 , 132.00 , 0.91 , 91 , 287 , 0.12 , 1.30 , 0.05 , 1.20 , 0.05 , 0.10 , 0.63 , 0.47 , 1.10 , 0.04 , 2.51 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.10 , 1.38 , 138.00 , 1.19 , 119 , 373 , 0.36 , 2.29 , 0.09 , 2.11 , 0.08 , 0.18 , 1.10 , 0.82 , 1.92 , 0.08 , 4.41 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.20 , 1.07 , 107.00 , 0.85 , 85 , 266 , 0.05 , 1.11 , 0.04 , 1.03 , 0.04 , 0.09 , 0.53 , 0.40 , 0.93 , 0.04 , 2.14 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.90 , 1.74 , 174.00 , 1.67 , 167 , 525 , 0.68 , 4.76 , 0.19 , 4.39 , 0.18 , 0.37 , 2.29 , 1.71 , 4.00 , 0.16 , 9.16 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.90 , 0.90 , 90.00 , 0.79 , 79 , 249 , (0.02), 0.96 , 0.04 , 0.89 , 0.04 , 0.07 , 0.46 , 0.35 , 0.81 , 0.03 , 1.85 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 3.80 , 1.94 , 194.00 , 2.01 , 201 , 632 , 0.85 , 7.08 , 0.28 , 6.54 , 0.26 , 0.54 , 3.40 , 2.55 , 5.95 , 0.24 , 13.62 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.90 , 1.58 , 158.00 , 1.27 , 127 , 397 , 0.42 , 2.62 , 0.10 , 2.42 , 0.10 , 0.20 , 1.26 , 0.94 , 2.20 , 0.09 , 5.04 
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 1.30 , 1.08 , 108.00 , 0.72 , 72 , 225 , (0.11), 0.77 , 0.03 , 0.71 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 02,Avi,2015_2015 Sample Plot # 02_Avi, 2.30 , 1.15 , 115.00 , 1.06 , 106 , 332 , 0.25 , 1.78 , 0.07 , 1.64 , 0.07 , 0.14 , 0.85 , 0.64 , 1.50 , 0.06 , 3.42 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.00 , 0.70 , 70.00 , 1.25 , 125 , 393 , 0.41 , 2.56 , 0.10 , 2.36 , 0.09 , 0.20 , 1.23 , 0.92 , 2.15 , 0.09 , 4.91 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.10 , 0.65 , 65.00 , 1.21 , 121 , 380 , 0.38 , 2.38 , 0.10 , 2.20 , 0.09 , 0.18 , 1.14 , 0.86 , 2.00 , 0.08 , 4.58 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.80 , 0.83 , 83.00 , 1.58 , 158 , 496 , 0.63 , 4.22 , 0.17 , 3.89 , 0.16 , 0.32 , 2.03 , 1.52 , 3.54 , 0.14 , 8.11 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.00 , 0.66 , 66.00 , 1.47 , 147 , 462 , 0.56 , 3.62 , 0.14 , 3.34 , 0.13 , 0.28 , 1.74 , 1.30 , 3.04 , 0.12 , 6.95 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.30 , 0.80 , 80.00 , 1.38 , 138 , 432 , 0.50 , 3.13 , 0.13 , 2.89 , 0.12 , 0.24 , 1.50 , 1.13 , 2.63 , 0.11 , 6.02 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.80 , 0.70 , 70.00 , 0.99 , 99 , 311 , 0.19 , 1.55 , 0.06 , 1.43 , 0.06 , 0.12 , 0.74 , 0.56 , 1.30 , 0.05 , 2.98 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.40 , 0.65 , 65.00 , 1.05 , 105 , 328 , 0.24 , 1.74 , 0.07 , 1.61 , 0.06 , 0.13 , 0.84 , 0.63 , 1.46 , 0.06 , 3.35 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.90 , 0.80 , 80.00 , 1.10 , 110 , 346 , 0.29 , 1.94 , 0.08 , 1.79 , 0.07 , 0.15 , 0.93 , 0.70 , 1.63 , 0.07 , 3.74 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.30 , 0.80 , 80.00 , 1.14 , 114 , 358 , 0.32 , 2.10 , 0.08 , 1.94 , 0.08 , 0.16 , 1.01 , 0.76 , 1.76 , 0.07 , 4.03 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.20 , 0.75 , 75.00 , 0.99 , 99 , 311 , 0.19 , 1.55 , 0.06 , 1.43 , 0.06 , 0.12 , 0.74 , 0.56 , 1.30 , 0.05 , 2.98 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.20 , 0.80 , 80.00 , 1.05 , 105 , 328 , 0.24 , 1.74 , 0.07 , 1.61 , 0.06 , 0.13 , 0.84 , 0.63 , 1.46 , 0.06 , 3.35 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.30 , 1.25 , 125.00 , 1.43 , 143 , 449 , 0.53 , 3.41 , 0.14 , 3.15 , 0.13 , 0.26 , 1.64 , 1.23 , 2.86 , 0.11 , 6.55 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.20 , 0.70 , 70.00 , 0.99 , 99 , 311 , 0.19 , 1.55 , 0.06 , 1.43 , 0.06 , 0.12 , 0.74 , 0.56 , 1.30 , 0.05 , 2.98 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.10 , 0.74 , 74.00 , 1.60 , 160 , 501 , 0.63 , 4.31 , 0.17 , 3.97 , 0.16 , 0.33 , 2.07 , 1.55 , 3.62 , 0.14 , 8.28 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.20 , 0.65 , 65.00 , 1.51 , 151 , 473 , 0.58 , 3.80 , 0.15 , 3.51 , 0.14 , 0.29 , 1.83 , 1.37 , 3.19 , 0.13 , 7.31 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.70 , 0.60 , 60.00 , 0.94 , 94 , 294 , 0.14 , 1.37 , 0.05 , 1.27 , 0.05 , 0.11 , 0.66 , 0.49 , 1.15 , 0.05 , 2.64 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.80 , 1.10 , 110.00 , 2.09 , 209 , 657 , 0.89 , 7.68 , 0.31 , 7.08 , 0.28 , 0.59 , 3.68 , 2.76 , 6.45 , 0.26 , 14.76 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.10 , 0.67 , 67.00 , 1.21 , 121 , 380 , 0.38 , 2.38 , 0.10 , 2.20 , 0.09 , 0.18 , 1.14 , 0.86 , 2.00 , 0.08 , 4.58 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.50 , 0.81 , 81.00 , 1.67 , 167 , 523 , 0.67 , 4.72 , 0.19 , 4.36 , 0.17 , 0.36 , 2.27 , 1.70 , 3.96 , 0.16 , 9.08 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.00 , 0.70 , 70.00 , 1.29 , 129 , 404 , 0.43 , 2.71 , 0.11 , 2.50 , 0.10 , 0.21 , 1.30 , 0.98 , 2.28 , 0.09 , 5.21 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.80 , 0.90 , 90.00 , 1.76 , 176 , 553 , 0.73 , 5.31 , 0.21 , 4.90 , 0.20 , 0.41 , 2.55 , 1.91 , 4.46 , 0.18 , 10.22 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.10 , 1.00 , 100.00 , 1.32 , 132 , 415 , 0.46 , 2.87 , 0.11 , 2.65 , 0.11 , 0.22 , 1.38 , 1.03 , 2.41 , 0.10 , 5.52 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.70 , 0.90 , 90.00 , 1.21 , 121 , 380 , 0.38 , 2.38 , 0.10 , 2.20 , 0.09 , 0.18 , 1.14 , 0.86 , 2.00 , 0.08 , 4.58 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.30 , 0.70 , 70.00 , 1.35 , 135 , 423 , 0.48 , 2.99 , 0.12 , 2.76 , 0.11 , 0.23 , 1.44 , 1.08 , 2.51 , 0.10 , 5.76 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.00 , 0.90 , 90.00 , 1.76 , 176 , 553 , 0.72 , 5.30 , 0.21 , 4.90 , 0.20 , 0.41 , 2.55 , 1.91 , 4.46 , 0.18 , 10.20 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.00 , 0.86 , 86.00 , 1.53 , 153 , 479 , 0.59 , 3.91 , 0.16 , 3.61 , 0.14 , 0.30 , 1.88 , 1.41 , 3.29 , 0.13 , 7.52 
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.10 , 0.70 , 70.00 , 0.99 , 99 , 311 , 0.19 , 1.55 , 0.06 , 1.43 , 0.06 , 0.12 , 0.74 , 0.56 , 1.30 , 0.05 , 2.98 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.80 , 0.60 , 60.00 , 0.94 , 94 , 294 , 0.14 , 1.37 , 0.05 , 1.27 , 0.05 , 0.11 , 0.66 , 0.49 , 1.15 , 0.05 , 2.64 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.50 , 0.53 , 53.00 , 0.88 , 88 , 276 , 0.08 , 1.21 , 0.05 , 1.11 , 0.04 , 0.09 , 0.58 , 0.43 , 1.01 , 0.04 , 2.32 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.10 , 0.65 , 65.00 , 1.21 , 121 , 380 , 0.38 , 2.38 , 0.10 , 2.20 , 0.09 , 0.18 , 1.14 , 0.86 , 2.00 , 0.08 , 4.58 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.10 , 0.65 , 65.00 , 1.54 , 154 , 484 , 0.60 , 3.99 , 0.16 , 3.69 , 0.15 , 0.31 , 1.92 , 1.44 , 3.35 , 0.13 , 7.68 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.70 , 0.92 , 92.00 , 1.56 , 156 , 490 , 0.61 , 4.11 , 0.16 , 3.79 , 0.15 , 0.32 , 1.97 , 1.48 , 3.45 , 0.14 , 7.90 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 2.42 , 0.96 , 96.00 , 1.77 , 177 , 557 , 0.73 , 5.40 , 0.22 , 4.98 , 0.20 , 0.42 , 2.59 , 1.94 , 4.53 , 0.18 , 10.38 
2015,2015 Sample Plot # 03,Avi,2015_2015 Sample Plot # 03_Avi, 1.20 , 0.70 , 70.00 , 1.56 , 156 , 489 , 0.61 , 4.08 , 0.16 , 3.77 , 0.15 , 0.31 , 1.96 , 1.47 , 3.43 , 0.14 , 7.84 
