site,year,plot_name,full_plot_name,height_cm,crown_diameter_cm,total_tree_c_kg,total_tree_c_Mg_ha
A,2019,Sample_Plot#01,siteA_2019_plot_01,56,60,0.446,0.029
A,2020,Sample_Plot#09,siteA_2020_plot_09,56,60,0.446,0.029
A,2020,Sample_Plot#34,siteA_2020_plot_34,56,60,0.446,0.029
A,2020,Sample_Plot#34,siteA_2020_plot_34,56,60,0.438,0.028
A,2020,Sample_Plot#40,siteA_2020_plot_40,56,60,0.438,0.028
A,2019,Sample_Plot#07,siteA_2019_plot_07,56,59,0.43,0.028
A,2020,Sample_Plot#15,siteA_2020_plot_15,56,59,0.43,0.028
A,2020,Sample_Plot#08,siteA_2020_plot_08,56,59,0.423,0.027
A,2020,Sample_Plot#08,siteA_2020_plot_08,56,59,0.423,0.027
A,2020,Sample_Plot#29,siteA_2020_plot_29,56,59,0.423,0.027
A,2020,Sample_Plot#35,siteA_2020_plot_35,56,59,0.423,0.027
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,57.99999999999999,0.415,0.027
A,2020,Sample_Plot#09,siteA_2020_plot_09,56,57.99999999999999,0.415,0.027
A,2017,Sample_Plot#25,siteA_2017_plot_25,56,57.99999999999999,0.407,0.026
A,2019,Sample_Plot#06,siteA_2019_plot_06,56,57.99999999999999,0.407,0.026
A,2020,Sample_Plot#09,siteA_2020_plot_09,56,56.99999999999999,0.4,0.026
A,2020,Sample_Plot#29,siteA_2020_plot_29,56,56.99999999999999,0.4,0.026
A,2020,Sample_Plot#37,siteA_2020_plot_37,56,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#25,siteA_2017_plot_25,56,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#26,siteA_2017_plot_26,56,56.00000000000001,0.378,0.025
A,2020,Sample_Plot#29,siteA_2020_plot_29,56,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#34,siteA_2017_plot_34,56,55.00000000000001,0.363,0.024
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#13,siteA_2020_plot_13,56,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#25,siteA_2017_plot_25,56,54,0.349,0.023
A,2017,Sample_Plot#27,siteA_2017_plot_27,56,54,0.349,0.023
A,2020,Sample_Plot#23,siteA_2020_plot_23,56,54,0.349,0.023
A,2020,Sample_Plot#16,siteA_2020_plot_16,56,53,0.342,0.022
A,2020,Sample_Plot#26,siteA_2020_plot_26,56,53,0.342,0.022
A,2020,Sample_Plot#34,siteA_2020_plot_34,56,53,0.342,0.022
A,2020,Sample_Plot#20,siteA_2020_plot_20,56,53,0.335,0.022
A,2020,Sample_Plot#27,siteA_2020_plot_27,56,53,0.335,0.022
A,2020,Sample_Plot#37,siteA_2020_plot_37,56,53,0.335,0.022
A,2020,Sample_Plot#43,siteA_2020_plot_43,56,53,0.335,0.022
A,2020,Sample_Plot#43,siteA_2020_plot_43,56,53,0.335,0.022
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,52,0.328,0.021
A,2020,Sample_Plot#16,siteA_2020_plot_16,56,52,0.328,0.021
A,2020,Sample_Plot#40,siteA_2020_plot_40,56,52,0.328,0.021
A,2020,Sample_Plot#28,siteA_2020_plot_28,56,51,0.315,0.02
A,2020,Sample_Plot#24,siteA_2020_plot_24,56,51,0.309,0.02
A,2020,Sample_Plot#30,siteA_2020_plot_30,56,50,0.302,0.02
A,2017,Sample_Plot#34,siteA_2017_plot_34,56,50,0.296,0.019
A,2019,Sample_Plot#05,siteA_2019_plot_05,56,50,0.296,0.019
A,2020,Sample_Plot#16,siteA_2020_plot_16,56,50,0.296,0.019
A,2020,Sample_Plot#35,siteA_2020_plot_35,56,50,0.296,0.019
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,49,0.283,0.018
A,2020,Sample_Plot#12,siteA_2020_plot_12,56,49,0.283,0.018
A,2020,Sample_Plot#38,siteA_2020_plot_38,56,49,0.283,0.018
A,2017,Sample_Plot#19,siteA_2017_plot_19,56,48,0.277,0.018
A,2017,Sample_Plot#25,siteA_2017_plot_25,56,48,0.271,0.018
A,2017,Sample_Plot#34,siteA_2017_plot_34,56,48,0.271,0.018
A,2019,Sample_Plot#05,siteA_2019_plot_05,56,48,0.271,0.018
A,2020,Sample_Plot#16,siteA_2020_plot_16,56,48,0.271,0.018
A,2020,Sample_Plot#26,siteA_2020_plot_26,56,48,0.271,0.018
A,2020,Sample_Plot#05,siteA_2020_plot_05,56,47,0.265,0.017
A,2020,Sample_Plot#37,siteA_2020_plot_37,56,47,0.265,0.017
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,47,0.265,0.017
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,47,0.265,0.017
A,2020,Sample_Plot#44,siteA_2020_plot_44,56,47,0.265,0.017
A,2020,Sample_Plot#02,siteA_2020_plot_02,56,47,0.259,0.017
A,2020,Sample_Plot#37,siteA_2020_plot_37,56,47,0.259,0.017
A,2020,Sample_Plot#41,siteA_2020_plot_41,56,46,0.253,0.016
A,2020,Sample_Plot#40,siteA_2020_plot_40,56,46,0.247,0.016
A,2020,Sample_Plot#04,siteA_2020_plot_04,56,46,0.247,0.016
A,2020,Sample_Plot#26,siteA_2020_plot_26,56,45,0.241,0.016
A,2019,Sample_Plot#05,siteA_2019_plot_05,56,43,0.219,0.014
A,2019,Sample_Plot#07,siteA_2019_plot_07,56,43,0.219,0.014
A,2020,Sample_Plot#32,siteA_2020_plot_32,56,43,0.219,0.014
A,2019,Sample_Plot#02,siteA_2019_plot_02,56,42,0.208,0.014
A,2020,Sample_Plot#30,siteA_2020_plot_30,56,42,0.208,0.014
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,42,0.203,0.013
A,2020,Sample_Plot#34,siteA_2020_plot_34,56,42,0.203,0.013
A,2019,Sample_Plot#06,siteA_2019_plot_06,56,41,0.198,0.013
A,2020,Sample_Plot#15,siteA_2020_plot_15,56,41,0.192,0.012
A,2010,Sample_Plot#04,siteA_2010_plot_04,56,40,0.187,0.012
A,2017,Sample_Plot#13,siteA_2017_plot_13,56,40,0.182,0.012
A,2017,Sample_Plot#26,siteA_2017_plot_26,56,40,0.182,0.012
A,2017,Sample_Plot#26,siteA_2017_plot_26,56,39,0.177,0.012
A,2019,Sample_Plot#06,siteA_2019_plot_06,56,39,0.173,0.011
A,2020,Sample_Plot#31,siteA_2020_plot_31,56,39,0.173,0.011
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,38,0.168,0.011
A,2020,Sample_Plot#13,siteA_2020_plot_13,56,38,0.168,0.011
A,2020,Sample_Plot#15,siteA_2020_plot_15,56,38,0.168,0.011
A,2010,Sample_Plot#07,siteA_2010_plot_07,56,38,0.163,0.011
A,2020,Sample_Plot#16,siteA_2020_plot_16,56,38,0.163,0.011
A,2020,Sample_Plot#25,siteA_2020_plot_25,56,38,0.163,0.011
A,2020,Sample_Plot#45,siteA_2020_plot_45,56,38,0.163,0.011
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,37,0.159,0.01
A,2020,Sample_Plot#43,siteA_2020_plot_43,56,37,0.159,0.01
A,2020,Sample_Plot#27,siteA_2020_plot_27,56,37,0.154,0.01
A,2017,Sample_Plot#32,siteA_2017_plot_32,56,35,0.141,0.009
A,2010,Sample_Plot#07,siteA_2010_plot_07,56,35,0.137,0.009
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,34,0.132,0.009
A,2019,Sample_Plot#05,siteA_2019_plot_05,56,34,0.132,0.009
A,2017,Sample_Plot#34,siteA_2017_plot_34,56,34,0.128,0.008
A,2020,Sample_Plot#43,siteA_2020_plot_43,56,31,0.109,0.007
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,31,0.105,0.007
A,2020,Sample_Plot#04,siteA_2020_plot_04,56,30,0.101,0.007
A,2017,Sample_Plot#13,siteA_2017_plot_13,56,30,0.101,0.007
A,2020,Sample_Plot#33,siteA_2020_plot_33,56,28.999999999999996,0.091,0.006
A,2019,Sample_Plot#04,siteA_2019_plot_04,56,28.000000000000004,0.087,0.006
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,27,0.081,0.005
A,2020,Sample_Plot#13,siteA_2020_plot_13,56,26,0.075,0.005
A,2017,Sample_Plot#33,siteA_2017_plot_33,56,25,0.066,0.004
A,2010,Sample_Plot#07,siteA_2010_plot_07,56,24,0.06,0.004
A,2017,Sample_Plot#17,siteA_2017_plot_17,56,22,0.052,0.003
A,2020,Sample_Plot#06,siteA_2020_plot_06,56,22,0.05,0.003
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,19,0.038,0.002
A,2017,Sample_Plot#35,siteA_2017_plot_35,56,18,0.032,0.002
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,96,1.206,0.078
A,2017,Sample_Plot#29,siteA_2017_plot_29,55,95,1.193,0.077
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,94,1.153,0.075
A,2020,Sample_Plot#38,siteA_2020_plot_38,55,93,1.127,0.073
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,92,1.114,0.072
A,2020,Sample_Plot#40,siteA_2020_plot_40,55,88,1,0.065
A,2020,Sample_Plot#29,siteA_2020_plot_29,55,85,0.94,0.061
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,82,0.871,0.057
A,2019,Sample_Plot#03,siteA_2019_plot_03,55,81,0.848,0.055
A,2020,Sample_Plot#10,siteA_2020_plot_10,55,81,0.848,0.055
A,2017,Sample_Plot#29,siteA_2017_plot_29,55,80,0.826,0.054
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,80,0.826,0.054
A,2020,Sample_Plot#10,siteA_2020_plot_10,55,80,0.826,0.054
A,2020,Sample_Plot#29,siteA_2020_plot_29,55,80,0.826,0.054
A,2017,Sample_Plot#32,siteA_2017_plot_32,55,80,0.815,0.053
A,2020,Sample_Plot#42,siteA_2020_plot_42,55,80,0.815,0.053
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,79,0.793,0.052
A,2020,Sample_Plot#11,siteA_2020_plot_11,55,78,0.782,0.051
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,78,0.772,0.05
A,2017,Sample_Plot#29,siteA_2017_plot_29,55,77,0.761,0.049
A,2017,Sample_Plot#33,siteA_2017_plot_33,55,77,0.75,0.049
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,76,0.73,0.047
A,2019,Sample_Plot#07,siteA_2019_plot_07,55,75,0.719,0.047
A,2019,Sample_Plot#07,siteA_2019_plot_07,55,75,0.719,0.047
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,75,0.719,0.047
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,74,0.689,0.045
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,74,0.689,0.045
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,73,0.679,0.044
A,2020,Sample_Plot#37,siteA_2020_plot_37,55,73,0.679,0.044
A,2020,Sample_Plot#39,siteA_2020_plot_39,55,73,0.679,0.044
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,73,0.669,0.043
A,2019,Sample_Plot#07,siteA_2019_plot_07,55,72,0.659,0.043
A,2020,Sample_Plot#21,siteA_2020_plot_21,55,72,0.659,0.043
A,2010,Sample_Plot#03,siteA_2010_plot_03,55,72,0.649,0.042
A,2020,Sample_Plot#38,siteA_2020_plot_38,55,72,0.649,0.042
A,2017,Sample_Plot#32,siteA_2017_plot_32,55,71,0.64,0.042
A,2017,Sample_Plot#27,siteA_2017_plot_27,55,71,0.63,0.041
A,2020,Sample_Plot#34,siteA_2020_plot_34,55,71,0.63,0.041
A,2017,Sample_Plot#32,siteA_2017_plot_32,55,70,0.621,0.04
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,70,0.611,0.04
A,2020,Sample_Plot#29,siteA_2020_plot_29,55,70,0.611,0.04
A,2020,Sample_Plot#31,siteA_2020_plot_31,55,70,0.611,0.04
A,2020,Sample_Plot#20,siteA_2020_plot_20,55,70,0.611,0.04
A,2020,Sample_Plot#34,siteA_2020_plot_34,55,70,0.611,0.04
A,2017,Sample_Plot#32,siteA_2017_plot_32,55,69,0.592,0.038
A,2020,Sample_Plot#29,siteA_2020_plot_29,55,68,0.583,0.038
A,2020,Sample_Plot#17,siteA_2020_plot_17,55,68,0.583,0.038
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,67,0.565,0.037
A,2020,Sample_Plot#26,siteA_2020_plot_26,55,67,0.565,0.037
A,2020,Sample_Plot#30,siteA_2020_plot_30,55,67,0.565,0.037
A,2019,Sample_Plot#07,siteA_2019_plot_07,55,67,0.556,0.036
A,2020,Sample_Plot#03,siteA_2020_plot_03,55,66,0.538,0.035
A,2020,Sample_Plot#05,siteA_2020_plot_05,55,66,0.538,0.035
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,66,0.538,0.035
A,2020,Sample_Plot#10,siteA_2020_plot_10,55,65,0.53,0.034
A,2019,Sample_Plot#01,siteA_2019_plot_01,55,65,0.53,0.034
A,2020,Sample_Plot#05,siteA_2020_plot_05,55,65,0.53,0.034
A,2020,Sample_Plot#35,siteA_2020_plot_35,55,65,0.53,0.034
A,2020,Sample_Plot#40,siteA_2020_plot_40,55,65,0.53,0.034
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,65,0.521,0.034
A,2020,Sample_Plot#11,siteA_2020_plot_11,55,65,0.521,0.034
A,2020,Sample_Plot#08,siteA_2020_plot_08,55,64,0.512,0.033
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,64,0.512,0.033
A,2020,Sample_Plot#26,siteA_2020_plot_26,55,64,0.512,0.033
A,2020,Sample_Plot#21,siteA_2020_plot_21,55,64,0.504,0.033
A,2020,Sample_Plot#30,siteA_2020_plot_30,55,63,0.495,0.032
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,63,0.495,0.032
A,2010,Sample_Plot#06,siteA_2010_plot_06,55,63,0.487,0.032
A,2017,Sample_Plot#25,siteA_2017_plot_25,55,63,0.487,0.032
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,63,0.487,0.032
A,2020,Sample_Plot#21,siteA_2020_plot_21,55,63,0.487,0.032
A,2020,Sample_Plot#04,siteA_2020_plot_04,55,62,0.479,0.031
A,2019,Sample_Plot#01,siteA_2019_plot_01,55,62,0.47,0.031
A,2020,Sample_Plot#02,siteA_2020_plot_02,55,62,0.47,0.031
A,2020,Sample_Plot#09,siteA_2020_plot_09,55,62,0.47,0.031
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,61,0.462,0.03
A,2020,Sample_Plot#30,siteA_2020_plot_30,55,61,0.462,0.03
A,2017,Sample_Plot#28,siteA_2017_plot_28,55,60,0.446,0.029
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,60,0.446,0.029
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,60,0.446,0.029
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,60,0.446,0.029
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,60,0.446,0.029
A,2020,Sample_Plot#37,siteA_2020_plot_37,55,60,0.438,0.028
A,2017,Sample_Plot#13,siteA_2017_plot_13,55,59,0.43,0.028
A,2020,Sample_Plot#15,siteA_2020_plot_15,55,59,0.43,0.028
A,2020,Sample_Plot#19,siteA_2020_plot_19,55,59,0.43,0.028
A,2020,Sample_Plot#26,siteA_2020_plot_26,55,59,0.43,0.028
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,59,0.423,0.027
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,57.99999999999999,0.415,0.027
A,2010,Sample_Plot#04,siteA_2010_plot_04,55,57.99999999999999,0.415,0.027
A,2019,Sample_Plot#05,siteA_2019_plot_05,55,56.99999999999999,0.392,0.025
A,2020,Sample_Plot#40,siteA_2020_plot_40,55,56.99999999999999,0.392,0.025
A,2017,Sample_Plot#25,siteA_2017_plot_25,55,56.00000000000001,0.385,0.025
A,2020,Sample_Plot#09,siteA_2020_plot_09,55,56.00000000000001,0.378,0.025
A,2020,Sample_Plot#16,siteA_2020_plot_16,55,56.00000000000001,0.378,0.025
A,2019,Sample_Plot#05,siteA_2019_plot_05,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#16,siteA_2020_plot_16,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#22,siteA_2020_plot_22,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#30,siteA_2020_plot_30,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#30,siteA_2020_plot_30,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#39,siteA_2020_plot_39,55,55.00000000000001,0.37,0.024
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#25,siteA_2017_plot_25,55,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#07,siteA_2020_plot_07,55,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#28,siteA_2020_plot_28,55,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#31,siteA_2020_plot_31,55,55.00000000000001,0.363,0.024
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,54,0.349,0.023
A,2020,Sample_Plot#35,siteA_2020_plot_35,55,54,0.349,0.023
A,2020,Sample_Plot#04,siteA_2020_plot_04,55,53,0.342,0.022
A,2020,Sample_Plot#12,siteA_2020_plot_12,55,53,0.342,0.022
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,53,0.342,0.022
A,2017,Sample_Plot#25,siteA_2017_plot_25,55,53,0.335,0.022
A,2017,Sample_Plot#32,siteA_2017_plot_32,55,53,0.335,0.022
A,2019,Sample_Plot#01,siteA_2019_plot_01,55,53,0.335,0.022
A,2020,Sample_Plot#20,siteA_2020_plot_20,55,53,0.335,0.022
A,2020,Sample_Plot#23,siteA_2020_plot_23,55,53,0.335,0.022
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,53,0.335,0.022
A,2020,Sample_Plot#46,siteA_2020_plot_46,55,53,0.335,0.022
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,52,0.328,0.021
A,2019,Sample_Plot#02,siteA_2019_plot_02,55,52,0.328,0.021
A,2020,Sample_Plot#26,siteA_2020_plot_26,55,52,0.328,0.021
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,52,0.322,0.021
A,2020,Sample_Plot#19,siteA_2020_plot_19,55,51,0.315,0.02
A,2020,Sample_Plot#32,siteA_2020_plot_32,55,51,0.315,0.02
A,2019,Sample_Plot#06,siteA_2019_plot_06,55,51,0.309,0.02
A,2020,Sample_Plot#08,siteA_2020_plot_08,55,51,0.309,0.02
A,2020,Sample_Plot#31,siteA_2020_plot_31,55,51,0.309,0.02
A,2020,Sample_Plot#35,siteA_2020_plot_35,55,51,0.309,0.02
A,2019,Sample_Plot#02,siteA_2019_plot_02,55,50,0.302,0.02
A,2020,Sample_Plot#10,siteA_2020_plot_10,55,50,0.302,0.02
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,50,0.302,0.02
A,2020,Sample_Plot#35,siteA_2020_plot_35,55,50,0.302,0.02
A,2020,Sample_Plot#38,siteA_2020_plot_38,55,50,0.302,0.02
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,50,0.296,0.019
A,2020,Sample_Plot#12,siteA_2020_plot_12,55,50,0.296,0.019
A,2020,Sample_Plot#12,siteA_2020_plot_12,55,50,0.296,0.019
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,50,0.296,0.019
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,49,0.289,0.019
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,49,0.289,0.019
A,2020,Sample_Plot#42,siteA_2020_plot_42,55,49,0.289,0.019
A,2017,Sample_Plot#13,siteA_2017_plot_13,55,49,0.283,0.018
A,2017,Sample_Plot#33,siteA_2017_plot_33,55,49,0.283,0.018
A,2020,Sample_Plot#03,siteA_2020_plot_03,55,49,0.283,0.018
A,2020,Sample_Plot#22,siteA_2020_plot_22,55,49,0.283,0.018
A,2020,Sample_Plot#46,siteA_2020_plot_46,55,49,0.283,0.018
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,48,0.277,0.018
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,48,0.277,0.018
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,48,0.277,0.018
A,2020,Sample_Plot#09,siteA_2020_plot_09,55,48,0.277,0.018
A,2019,Sample_Plot#01,siteA_2019_plot_01,55,48,0.271,0.018
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,48,0.271,0.018
A,2020,Sample_Plot#33,siteA_2020_plot_33,55,48,0.271,0.018
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,47,0.265,0.017
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,47,0.265,0.017
A,2020,Sample_Plot#09,siteA_2020_plot_09,55,47,0.265,0.017
A,2020,Sample_Plot#40,siteA_2020_plot_40,55,47,0.265,0.017
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,47,0.265,0.017
A,2019,Sample_Plot#08,siteA_2019_plot_08,55,47,0.265,0.017
A,2017,Sample_Plot#33,siteA_2017_plot_33,55,47,0.259,0.017
A,2019,Sample_Plot#06,siteA_2019_plot_06,55,47,0.259,0.017
A,2017,Sample_Plot#33,siteA_2017_plot_33,55,47,0.259,0.017
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,46,0.253,0.016
A,2019,Sample_Plot#02,siteA_2019_plot_02,55,46,0.253,0.016
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,46,0.253,0.016
A,2019,Sample_Plot#06,siteA_2019_plot_06,55,46,0.253,0.016
A,2020,Sample_Plot#05,siteA_2020_plot_05,55,46,0.253,0.016
A,2020,Sample_Plot#08,siteA_2020_plot_08,55,46,0.253,0.016
A,2020,Sample_Plot#25,siteA_2020_plot_25,55,46,0.253,0.016
A,2017,Sample_Plot#23,siteA_2017_plot_23,55,46,0.247,0.016
A,2017,Sample_Plot#27,siteA_2017_plot_27,55,46,0.247,0.016
A,2020,Sample_Plot#38,siteA_2020_plot_38,55,46,0.247,0.016
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,45,0.241,0.016
A,2019,Sample_Plot#05,siteA_2019_plot_05,55,45,0.241,0.016
A,2020,Sample_Plot#03,siteA_2020_plot_03,55,45,0.241,0.016
A,2020,Sample_Plot#43,siteA_2020_plot_43,55,45,0.241,0.016
A,2020,Sample_Plot#46,siteA_2020_plot_46,55,45,0.241,0.016
A,2020,Sample_Plot#22,siteA_2020_plot_22,55,45,0.235,0.015
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,44,0.23,0.015
A,2019,Sample_Plot#03,siteA_2019_plot_03,55,44,0.23,0.015
A,2020,Sample_Plot#10,siteA_2020_plot_10,55,44,0.224,0.015
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,44,0.224,0.015
A,2017,Sample_Plot#27,siteA_2017_plot_27,55,44,0.224,0.015
A,2020,Sample_Plot#08,siteA_2020_plot_08,55,44,0.224,0.015
A,2019,Sample_Plot#08,siteA_2019_plot_08,55,43,0.219,0.014
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,43,0.219,0.014
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,43,0.219,0.014
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,43,0.219,0.014
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,43,0.219,0.014
A,2020,Sample_Plot#08,siteA_2020_plot_08,55,43,0.219,0.014
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,43,0.219,0.014
A,2020,Sample_Plot#02,siteA_2020_plot_02,55,43,0.213,0.014
A,2020,Sample_Plot#35,siteA_2020_plot_35,55,43,0.213,0.014
A,2020,Sample_Plot#36,siteA_2020_plot_36,55,43,0.213,0.014
A,2017,Sample_Plot#28,siteA_2017_plot_28,55,43,0.213,0.014
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,43,0.213,0.014
A,2020,Sample_Plot#26,siteA_2020_plot_26,55,42,0.208,0.014
A,2020,Sample_Plot#37,siteA_2020_plot_37,55,42,0.208,0.014
A,2010,Sample_Plot#06,siteA_2010_plot_06,55,42,0.203,0.013
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,42,0.203,0.013
A,2020,Sample_Plot#03,siteA_2020_plot_03,55,41,0.198,0.013
A,2020,Sample_Plot#09,siteA_2020_plot_09,55,41,0.198,0.013
A,2020,Sample_Plot#33,siteA_2020_plot_33,55,41,0.198,0.013
A,2020,Sample_Plot#10,siteA_2020_plot_10,55,41,0.198,0.013
A,2020,Sample_Plot#13,siteA_2020_plot_13,55,41,0.198,0.013
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,41,0.192,0.012
A,2020,Sample_Plot#24,siteA_2020_plot_24,55,41,0.192,0.012
A,2020,Sample_Plot#39,siteA_2020_plot_39,55,40,0.187,0.012
A,2017,Sample_Plot#32,siteA_2017_plot_32,55,40,0.182,0.012
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,39,0.177,0.012
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,39,0.173,0.011
A,2019,Sample_Plot#07,siteA_2019_plot_07,55,39,0.173,0.011
A,2020,Sample_Plot#28,siteA_2020_plot_28,55,39,0.173,0.011
A,2017,Sample_Plot#25,siteA_2017_plot_25,55,38,0.168,0.011
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,38,0.168,0.011
A,2020,Sample_Plot#30,siteA_2020_plot_30,55,38,0.163,0.011
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,37,0.159,0.01
A,2019,Sample_Plot#06,siteA_2019_plot_06,55,37,0.159,0.01
A,2019,Sample_Plot#03,siteA_2019_plot_03,55,37,0.154,0.01
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,37,0.154,0.01
A,2020,Sample_Plot#46,siteA_2020_plot_46,55,37,0.154,0.01
A,2020,Sample_Plot#27,siteA_2020_plot_27,55,36,0.15,0.01
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,36,0.145,0.009
A,2017,Sample_Plot#26,siteA_2017_plot_26,55,36,0.145,0.009
A,2019,Sample_Plot#06,siteA_2019_plot_06,55,35,0.141,0.009
A,2020,Sample_Plot#15,siteA_2020_plot_15,55,35,0.141,0.009
A,2019,Sample_Plot#06,siteA_2019_plot_06,55,35,0.137,0.009
A,2019,Sample_Plot#08,siteA_2019_plot_08,55,35,0.137,0.009
A,2020,Sample_Plot#31,siteA_2020_plot_31,55,35,0.137,0.009
A,2020,Sample_Plot#33,siteA_2020_plot_33,55,35,0.137,0.009
A,2020,Sample_Plot#41,siteA_2020_plot_41,55,35,0.137,0.009
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,34,0.132,0.009
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,34,0.128,0.008
A,2019,Sample_Plot#02,siteA_2019_plot_02,55,34,0.128,0.008
A,2019,Sample_Plot#07,siteA_2019_plot_07,55,33,0.124,0.008
A,2019,Sample_Plot#04,siteA_2019_plot_04,55,32,0.116,0.008
A,2017,Sample_Plot#34,siteA_2017_plot_34,55,32,0.112,0.007
A,2020,Sample_Plot#04,siteA_2020_plot_04,55,31,0.109,0.007
A,2010,Sample_Plot#06,siteA_2010_plot_06,55,31,0.105,0.007
A,2010,Sample_Plot#06,siteA_2010_plot_06,55,31,0.105,0.007
A,2017,Sample_Plot#35,siteA_2017_plot_35,55,31,0.105,0.007
